Timestamp,Unit_Name,Catalyst_Type,Catalyst_Age_Days,Sensor_Health_Index,Vibration_Level_mm_s,Valve_Opening_Percent,Feedstock_Flow_m3h,Reactor_Temp_C,Reactor_Pressure_Bar,Electricity_MWh,Natural_Gas_m3h,Steam_Tons_h,Ambient_Temp_C,Product_Yield_Tons,Energy_Intensity
2020-01-01 00:00:00,Methanol_Complex_03,Iron_Standard_V5,228,0.9371443812734311,3.5710370620000633,42.267804172601785,640.2059854281667,822.79454913033,30.668568787392278,17.20569696819474,4161.072954807725,53.099720723054034,-9.243262071453769,107.99377957829279,1.9221298052012572
2020-01-01 04:00:00,Ethylene_Plant_01,Cobalt_Premium_Z2,298,0.741006974415344,1.4458834315636144,40.560540208418075,589.343157285425,788.9340162217779,29.674218738959723,20.07612054922333,4896.931088371485,53.107557189375214,16.69293041950695,78.60733017704263,3.099795165685059
2020-01-01 08:00:00,Methanol_Complex_03,Cobalt_Premium_Z2,291,0.8085933848056855,5.039981830384817,70.77017894588425,560.4219038950312,777.9860304896673,30.405398447504282,15.5592133724548,3553.3126587169168,59.705909686286034,6.310335070562161,81.56761995415137,2.2114058409123536
2020-01-01 12:00:00,Methanol_Complex_03,Platinum_Base_X1,67,0.6713437889059243,8.118884491395274,89.61382734374061,666.9877889527664,764.7108383374325,33.056441947406796,17.54613088611695,4985.711371173817,72.95360022446289,0.5863665117440746,80.60005969011634,2.9487071113205223
2020-01-01 16:00:00,Ethylene_Plant_01,Cobalt_Premium_Z2,251,0.827153657350173,4.84010319231052,39.065391168957376,634.5842616740913,769.0896665508366,27.519880987889394,23.317204907705364,3505.9653194979282,86.31240048806774,23.150238060384616,94.48176472930508,2.1872022018453117
2020-01-01 20:00:00,Ethylene_Plant_01,Cobalt_Premium_Z2,41,0.829928351356102,5.9930780462877715,88.29497745535784,501.8150843180122,790.375493657051,31.43625063012326,24.630077875129924,4294.676051133525,87.45116562933742,12.797682162954228,74.96470181046081,3.1879262688775594
2020-01-02 00:00:00,Methanol_Complex_03,Iron_Standard_V5,99,0.6667528000028174,7.031370295128159,64.35960448109499,440.3788963035068,758.1904378329311,28.43342711667315,16.54404274217832,3198.883610316991,56.90090052574263,35.888410806531105,52.852295191052434,3.245260770850569
2020-01-02 04:00:00,Ammonia_Unit_02,Cobalt_Premium_Z2,306,0.7973128460558363,6.894720977979358,75.34535164515282,410.6950436787803,833.4909984040587,36.181556841950076,18.621102121220687,4191.315735579827,60.8637480178065,5.269188319485444,58.94143814457978,3.6261758299384677
2020-01-02 08:00:00,Methanol_Complex_03,Iron_Standard_V5,360,0.7579471309808964,1.0849498281099175,52.991905363086474,497.21421002796313,789.4063960526227,31.57467560617853,20.934714565588095,3681.0028362050934,61.81677745326219,24.452077809379666,67.83517511525295,3.010238734644033
2020-01-02 12:00:00,Methanol_Complex_03,Cobalt_Premium_Z2,342,0.9305991491525814,6.427963305847399,80.5142916242079,515.9537656168245,849.5637743572661,35.548529859944786,25.236133122690156,3793.266865739168,57.445623792476844,21.304328949992694,86.42630435131571,2.5873421433546615
2020-01-02 16:00:00,Methanol_Complex_03,Cobalt_Premium_Z2,79,0.6924293074655979,8.095596526982998,92.78696695740601,642.835142236025,864.6279092549655,34.96680185115196,16.12525904268237,3779.6263454626082,55.770834501945,15.313342327899743,80.12122062354719,2.375623501034239
2020-01-02 20:00:00,Methanol_Complex_03,Cobalt_Premium_Z2,301,0.8240885254329562,6.105217871844618,32.79317985422331,622.1257743901922,835.3216456100363,32.278491210886344,21.73317643663817,3617.3830195603978,43.56958818451259,43.426212594043456,92.28360816918891,2.219764104595389
2020-01-03 00:00:00,Ethylene_Plant_01,Platinum_Base_X1,199,0.7120468921220635,7.191543149683741,48.9169568750187,605.1601888700743,853.5395758394753,34.02571541497593,26.051627565193876,4833.32895013047,67.25477025893962,27.518624877192508,77.56243770976873,3.390202529131526
2020-01-03 04:00:00,Methanol_Complex_03,Iron_Standard_V5,147,0.9560594329299412,4.384397608088958,84.68424845466754,519.799253846664,794.7417603005161,33.76159663382875,17.107568421608498,3377.7668243357048,73.1169173543482,37.835605492627074,89.45261637660866,2.0101042591366767
2020-01-03 08:00:00,Ammonia_Unit_02,Platinum_Base_X1,106,0.8399915091859258,3.0525546109829715,33.250466066544504,538.6794531217075,757.6467041168456,35.052356804269955,23.18468832322366,3913.207356590735,89.57886716862151,40.2087642368213,81.4475100231274,2.7063704634026204
2020-01-03 12:00:00,Ethylene_Plant_01,Cobalt_Premium_Z2,193,0.9594404106883203,5.909913784726991,50.97225825864546,525.5260634768485,753.3976094387423,31.729114789210065,21.61193089608927,5059.085150935912,70.95850102194082,-0.8133227104137521,90.7579695905359,2.808248494964743
2020-01-03 16:00:00,Ammonia_Unit_02,Platinum_Base_X1,122,0.7281395004877149,4.4375998249553215,32.45863322831206,682.2773377066601,802.4948584187989,32.78306937709699,20.86242533338206,4236.689432400603,70.52169756559736,-5.438804030880918,89.42275437692678,2.498121008357536
2020-01-03 20:00:00,Ammonia_Unit_02,Iron_Standard_V5,77,0.7167402132783437,7.662310850515241,68.62761940680821,512.4185558811012,820.6056822293029,28.892342905835804,29.008169112257548,4301.0799818640635,58.51936983088049,-4.727578192642937,66.10877730540024,3.8567829955696653
2020-01-04 00:00:00,Ammonia_Unit_02,Cobalt_Premium_Z2,312,0.6399632147170071,8.295055748750876,37.87393641495744,502.38075884712475,815.986379487624,29.458702311070898,20.933388379666273,4614.393598205333,42.875586769783034,18.199830026471066,57.87093697987959,4.092969398203064
2020-01-04 04:00:00,Ammonia_Unit_02,Platinum_Base_X1,112,0.6528116785453194,7.058416540072004,48.5601579048201,583.8954526460881,829.7737746158099,33.903378473395065,21.701731834429857,4790.345188071541,70.70828303465524,13.940040623413697,68.61127869663693,3.582331081063194
2020-01-04 08:00:00,Ethylene_Plant_01,Platinum_Base_X1,349,0.697044740217033,8.441436939883552,56.835024369025064,492.2308520112029,856.4997749215878,33.5089431810883,15.933995975802567,4815.106557744682,46.27700166637546,48.88690133062075,61.75924674605239,3.6576080009977114
2020-01-04 12:00:00,Ethylene_Plant_01,Iron_Standard_V5,297,0.8439750394892717,3.2869647871544254,42.28466589940116,583.4690312454312,883.3020517532275,29.240939350157653,20.476494254483896,3876.7000905858704,77.19571525837804,16.54108561155262,88.63799376350337,2.362416765042665
